CountyCode,CountyName,DistrictCode,DistrictName,StudentGroup,ELAProf_MetTarget,MathProf_MetTarget,Grad4YR_MetTarget,Grad5YR_MetTarget,ELAGrowth_MetStandard,MathGrowth_MetStandard,ELP_MetTarget,CA_MetAverage,ChronicAbs,RequiresTargetedSupImp,Year
80,CHARTERS,6076,BENJAMIN BANNEKER PREP CS,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6076,BENJAMIN BANNEKER PREP CS,Economically Disadvantaged Students,Not Met,Not Met,NA,NA,Not Met,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6076,BENJAMIN BANNEKER PREP CS,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6076,BENJAMIN BANNEKER PREP CS,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,Districtwide,Met Target,Not Met,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,Hispanic,Met Target,Met Target†,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,Black or African American,Met Target†,Not Met,NA,NA,Not Met,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,Economically Disadvantaged Students,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6079,JOHN P HOLLAND CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,Districtwide,Not Met,Not Met,NA,NA,Met Standard,Not Met,Met Target†,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,Hispanic,Not Met,Not Met,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,Black or African American,Not Met,Not Met,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,Economically Disadvantaged Students,Not Met,Not Met,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,Students with Disabilities,Not Met,Not Met,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6080,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,English Learners,Met Target,Met Target†,NA,NA,Not Met,NA,Met Target†,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,Districtwide,Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,White,Met Goal,Met Goal,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,Black or African American,Met Goal,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Goal,NA,NA,Exceeds Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,Economically Disadvantaged Students,Met Goal,Not Met,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6081,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Met Standard,Met Target,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,White,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,Black or African American,Met Target,Met Target†,NA,NA,Not Met,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target†,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,Two or More Races,Not Met,Met Target,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,Students with Disabilities,Not Met,Not Met,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6082,BELOVED COMMUNITY CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,Met Target,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,Districtwide,Met Target,Not Met,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,Hispanic,Met Target,Met Target,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,Black or African American,Met Target,Not Met,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,Economically Disadvantaged Students,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,Students with Disabilities,Not Met,Met Target†,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6086,HOPE COMMUNITY CS,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,White,Met Target,Met Target,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Exceeds Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6089,COMPASS ACADEMY CS,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,"Asian, Native Hawaiian, or Pacific Islander",Met Goal,Met Target†,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,Economically Disadvantaged Students,NA,NA,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6093,JERSEY CITY GLOBAL CS,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,Districtwide,Met Target†,Not Met,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,Hispanic,Met Target†,Not Met,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,Black or African American,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,Economically Disadvantaged Students,Not Met,Not Met,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,Students with Disabilities,Not Met,Met Target†,NA,NA,Met Standard,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6094,PHILLIP'S ACADEMY CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,Districtwide,Not Met,Met Target†,NA,NA,Met Standard,Not Met,Met Target†,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,Hispanic,Met Target†,Met Target,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,Black or African American,Not Met,Not Met,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,Economically Disadvantaged Students,Not Met,Met Target†,NA,NA,Met Standard,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,Students with Disabilities,Met Target,Met Target,NA,NA,Not Met,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6096,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,Met Target†,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,Districtwide,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,Black or African American,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,Economically Disadvantaged Students,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,Students with Disabilities,Met Target,Not Met,NA,NA,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6099,LINK COMMUNITY CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,Districtwide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6100,BRIDGETON PUBLIC CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,Districtwide,Not Met,Not Met,NA,NA,Not Met,Not Met,Not Met,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,Hispanic,Not Met,Not Met,NA,NA,Not Met,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,Black or African American,Not Met,Not Met,NA,NA,Not Met,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,Economically Disadvantaged Students,Not Met,Not Met,NA,NA,Not Met,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,Students with Disabilities,Met Target†,Not Met,NA,NA,Not Met,Not Met,NA,NA,NA,NA,2017-18
80,CHARTERS,6101,COLLEGE ACHIEVE CENTRAL CHARTER SCHOOL,English Learners,Met Target,Not Met,NA,NA,Met Standard,Not Met,Not Met,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,Districtwide,NA,NA,NA,NA,NA,NA,Exceeds Target,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6103,EMPOWERMENT ACADEMY CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,Exceeds Target,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,Districtwide,Met Target,Met Target†,NA,NA,Exceeds Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,Hispanic,Met Target,Met Target,NA,NA,Met Standard,Exceeds Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,Black or African American,Met Target,Not Met,NA,NA,Exceeds Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,Economically Disadvantaged Students,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,Students with Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6104,INTERNATIONAL ACADEMY OF ATLANTIC CITY CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,Districtwide,Met Target†,Met Target†,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,White,Met Target,Met Target†,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,Hispanic,Not Met,Met Target†,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,Black or African American,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,Economically Disadvantaged Students,Met Target†,Met Target,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,Students with Disabilities,Met Target†,Met Target†,NA,NA,Not Met,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6105,HUDSON ARTS AND SCIENCE  CHARTER SCHOOL,English Learners,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,Districtwide,Not Met,Met Target†,Met Goal,Met Goal,Met Standard,Met Standard,Not Met,NA,NA,NA,2017-18
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,Hispanic,Not Met,Met Target†,Met Goal,Met Goal,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,Black or African American,Met Target†,Met Target,Met Goal,Met Goal,Met Standard,Met Standard,NA,NA,NA,NA,2017-18
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,"Asian, Native Hawaiian, or Pacific Islander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,American Indian or Alaska Native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
80,CHARTERS,6107,CAMDEN’S PROMISE CHARTER SCHOOL,Two or More Races,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
